CLIENTNUM,Attrition_Flag,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,age_range,months_on_book_range,Credit_Limit_range,Avg_Open_To_Buy_range,Total_Amt_Chng_Q4_Q1_range,Total_Trans_Amtrange,Total_Ct_Chng_Q4_Q1_range,Avg_Utilization_Ratio_range,Total_Revolving_Bal_range,Total_Trans_Ct_range,Prediction
713572683,Existing Customer,Male,3,High School,Unknown,$60K - $80K,Blue,25,3,3,0,40-49,19-32,1438.299-2555.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,0.702-0.818,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
716657058,Existing Customer,Female,4,Post-Graduate,Married,Less than $40K,Blue,33,2,3,3,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,-0.001-0.582,0.023-0.176,359.0-1276.0,9.999-45.0,Attrited Customer
779509983,Existing Customer,Male,2,Post-Graduate,Single,$120K +,Blue,36,6,1,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,509.999-2155.5,0.818-3.714,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
717929133,Existing Customer,Male,1,Uneducated,Married,$60K - $80K,Blue,36,5,2,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.582-0.702,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
808284783,Existing Customer,Female,1,Unknown,Married,Less than $40K,Blue,56,6,0,0,65+,49-72,1438.299-2555.0,1324.5-3474.0,0.736-0.859,509.999-2155.5,0.818-3.714,-0.001-0.023,-0.001-359.0,9.999-45.0,Existing Customer
708476808,Existing Customer,Male,4,Unknown,Divorced,$120K +,Blue,36,6,3,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,0.818-3.714,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
710916408,Existing Customer,Male,4,Graduate,Married,$60K - $80K,Blue,39,4,3,0,50-59,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
708492558,Existing Customer,Male,3,Unknown,Married,$60K - $80K,Blue,36,5,3,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
799825758,Existing Customer,Male,4,High School,Divorced,$60K - $80K,Blue,36,5,1,2,40-49,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.503-0.999,1276.0-1784.0,9.999-45.0,Existing Customer
718619883,Existing Customer,Female,0,Uneducated,Married,Less than $40K,Blue,36,2,2,2,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.818-3.714,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
711844758,Existing Customer,Male,3,Graduate,Single,$80K - $120K,Blue,35,6,1,0,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,509.999-2155.5,0.818-3.714,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
714798783,Existing Customer,Male,1,Graduate,Single,$80K - $120K,Blue,36,6,2,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
826762908,Existing Customer,Male,3,High School,Unknown,$80K - $120K,Blue,48,3,2,0,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
771894558,Existing Customer,Male,3,High School,Single,$80K - $120K,Blue,39,4,1,4,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.702-0.818,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
721074183,Existing Customer,Male,1,Doctorate,Married,$60K - $80K,Blue,36,4,6,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.631-0.736,509.999-2155.5,0.818-3.714,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
715259583,Existing Customer,Female,2,High School,Married,Less than $40K,Blue,44,3,2,3,50-59,32-48,4549.0-11067.5,1324.5-3474.0,0.736-0.859,509.999-2155.5,0.818-3.714,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
718414008,Existing Customer,Male,2,Graduate,Single,$120K +,Blue,36,3,2,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.582-0.702,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
719666283,Existing Customer,Female,1,Doctorate,Married,Less than $40K,Blue,36,4,1,0,50-59,32-48,2555.0-4549.0,2.999-1324.5,0.736-0.859,509.999-2155.5,0.582-0.702,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
714877233,Existing Customer,Male,1,High School,Married,$80K - $120K,Blue,47,3,2,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
785387883,Existing Customer,Female,3,High School,Single,$40K - $60K,Blue,41,4,3,3,40-49,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.176-0.503,1276.0-1784.0,45.0-67.0,Attrited Customer
771075258,Existing Customer,Male,2,College,Single,$120K +,Silver,42,2,3,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,9.999-45.0,Attrited Customer
711318033,Existing Customer,Male,3,Graduate,Single,$60K - $80K,Blue,36,4,2,2,40-49,32-48,2555.0-4549.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,0.818-3.714,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
783554958,Existing Customer,Male,4,Graduate,Single,$120K +,Blue,52,6,1,0,50-59,49-72,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Existing Customer
720201033,Attrited Customer,Male,2,Graduate,Married,$80K - $120K,Blue,41,3,3,2,50-59,32-48,11067.5-34516.0,3474.0-9859.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.176-0.503,1784.0-2517.0,9.999-45.0,Attrited Customer
718039683,Existing Customer,Male,2,High School,Single,$40K - $60K,Blue,45,3,1,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,509.999-2155.5,0.818-3.714,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
710806083,Existing Customer,Female,1,Uneducated,Unknown,Less than $40K,Silver,36,4,2,2,50-59,32-48,11067.5-34516.0,3474.0-9859.0,0.631-0.736,509.999-2155.5,0.702-0.818,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
714752208,Existing Customer,Female,1,Graduate,Married,Less than $40K,Blue,36,5,1,2,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.736-0.859,509.999-2155.5,0.702-0.818,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
822063408,Existing Customer,Male,4,Unknown,Married,$40K - $60K,Blue,39,5,1,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.631-0.736,509.999-2155.5,0.818-3.714,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
714490308,Existing Customer,Male,4,Graduate,Married,$80K - $120K,Blue,46,3,2,3,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
713356833,Existing Customer,Male,1,Graduate,Married,$80K - $120K,Blue,43,3,1,4,50-59,32-48,2555.0-4549.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.582-0.702,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
711402333,Existing Customer,Male,2,Doctorate,Single,Less than $40K,Blue,37,2,1,3,40-49,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,0.818-3.714,0.176-0.503,359.0-1276.0,9.999-45.0,Attrited Customer
708296883,Existing Customer,Female,3,Graduate,Single,$40K - $60K,Blue,38,3,1,0,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.631-0.736,509.999-2155.5,0.818-3.714,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
719154483,Existing Customer,Male,2,High School,Divorced,$60K - $80K,Blue,36,5,3,2,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,0.702-0.818,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
717721458,Existing Customer,Male,4,College,Divorced,$60K - $80K,Blue,40,5,1,0,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,2155.5-3899.0,0.818-3.714,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
711112683,Existing Customer,Female,1,College,Married,Unknown,Blue,36,6,2,3,65+,32-48,2555.0-4549.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
715674483,Existing Customer,Female,2,Post-Graduate,Single,Less than $40K,Blue,27,4,2,2,30-39,19-32,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.702-0.818,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
789322833,Attrited Customer,Female,5,High School,Married,Less than $40K,Blue,38,1,3,3,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.631-0.736,509.999-2155.5,0.702-0.818,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
789968058,Existing Customer,Male,1,Unknown,Single,$120K +,Blue,42,6,2,3,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.631-0.736,509.999-2155.5,0.582-0.702,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
709919283,Existing Customer,Male,4,Graduate,Married,$80K - $120K,Blue,34,2,3,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
718744008,Existing Customer,Female,1,Graduate,Single,Less than $40K,Blue,36,3,2,3,50-59,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,0.582-0.702,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
767712558,Attrited Customer,Male,1,College,Single,$60K - $80K,Blue,53,2,3,3,50-59,49-72,11067.5-34516.0,9859.0-34516.0,0.631-0.736,509.999-2155.5,0.818-3.714,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
712950783,Attrited Customer,Female,4,Uneducated,Married,Less than $40K,Blue,38,3,2,3,40-49,32-48,2555.0-4549.0,1324.5-3474.0,0.736-0.859,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
716104983,Existing Customer,Female,2,Graduate,Single,Less than $40K,Blue,32,6,3,2,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.818-3.714,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
818839983,Existing Customer,Male,2,Graduate,Married,$120K +,Blue,50,3,2,0,50-59,49-72,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
772288758,Existing Customer,Female,4,Graduate,Married,Unknown,Blue,36,4,1,3,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.631-0.736,509.999-2155.5,0.818-3.714,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
712350858,Existing Customer,Male,2,High School,Married,$80K - $120K,Blue,24,4,1,3,40-49,19-32,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,0.582-0.702,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
711009708,Existing Customer,Male,3,High School,Single,$80K - $120K,Blue,28,5,1,0,40-49,19-32,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Existing Customer
712720158,Existing Customer,Male,1,Graduate,Married,Unknown,Blue,56,5,2,3,65+,49-72,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
712215258,Existing Customer,Female,1,Graduate,Single,$40K - $60K,Silver,31,2,2,3,50-59,19-32,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
773827008,Existing Customer,Male,4,Uneducated,Single,$60K - $80K,Blue,41,6,2,2,40-49,32-48,1438.299-2555.0,2.999-1324.5,-0.001-0.631,509.999-2155.5,0.818-3.714,0.503-0.999,1276.0-1784.0,9.999-45.0,Existing Customer
795232683,Existing Customer,Female,1,College,Married,Less than $40K,Blue,47,4,2,3,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.818-3.714,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
713786508,Existing Customer,Female,5,Unknown,Married,$40K - $60K,Blue,36,3,3,3,40-49,32-48,1438.299-2555.0,1324.5-3474.0,0.736-0.859,509.999-2155.5,0.702-0.818,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
713539833,Existing Customer,Female,4,High School,Single,$40K - $60K,Blue,38,6,1,3,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.702-0.818,-0.001-0.023,-0.001-359.0,9.999-45.0,Existing Customer
712454058,Existing Customer,Male,1,Doctorate,Married,$120K +,Blue,38,6,1,3,40-49,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,0.702-0.818,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
718759833,Existing Customer,Female,2,Uneducated,Married,Unknown,Silver,35,4,3,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,-0.001-0.023,-0.001-359.0,9.999-45.0,Existing Customer
718803333,Existing Customer,Female,4,Graduate,Divorced,Less than $40K,Blue,34,2,3,1,40-49,32-48,2555.0-4549.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.702-0.818,0.503-0.999,1784.0-2517.0,9.999-45.0,Attrited Customer
720253908,Existing Customer,Male,0,High School,Married,$80K - $120K,Blue,43,5,2,1,50-59,32-48,2555.0-4549.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
714133158,Existing Customer,Female,1,College,Single,Unknown,Blue,36,2,3,3,50-59,32-48,2555.0-4549.0,1324.5-3474.0,0.736-0.859,509.999-2155.5,0.818-3.714,0.176-0.503,1276.0-1784.0,9.999-45.0,Attrited Customer
713187033,Existing Customer,Male,1,Uneducated,Married,$60K - $80K,Blue,36,3,2,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
714791208,Existing Customer,Female,4,Unknown,Divorced,Less than $40K,Blue,41,6,5,3,40-49,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.503-0.999,1784.0-2517.0,9.999-45.0,Attrited Customer
772426383,Existing Customer,Female,4,Uneducated,Married,$40K - $60K,Blue,40,5,2,3,50-59,32-48,2555.0-4549.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.503-0.999,1276.0-1784.0,9.999-45.0,Existing Customer
710975883,Existing Customer,Female,3,Uneducated,Married,Less than $40K,Blue,43,3,1,2,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.631-0.736,509.999-2155.5,-0.001-0.582,0.503-0.999,1276.0-1784.0,9.999-45.0,Existing Customer
714264408,Existing Customer,Female,3,Uneducated,Married,Less than $40K,Blue,36,4,1,0,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.702-0.818,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
715827858,Existing Customer,Female,4,Uneducated,Married,Less than $40K,Blue,47,3,3,3,50-59,32-48,2555.0-4549.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.818-3.714,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
713741358,Attrited Customer,Male,5,Graduate,Single,$80K - $120K,Blue,33,6,3,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.631-0.736,509.999-2155.5,0.582-0.702,0.023-0.176,1784.0-2517.0,9.999-45.0,Attrited Customer
709531908,Existing Customer,Male,3,High School,Married,$60K - $80K,Blue,47,5,2,2,50-59,32-48,1438.299-2555.0,1324.5-3474.0,0.736-0.859,2155.5-3899.0,0.818-3.714,-0.001-0.023,-0.001-359.0,45.0-67.0,Attrited Customer
716493408,Existing Customer,Female,4,Uneducated,Divorced,Unknown,Blue,36,4,3,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
714141108,Existing Customer,Female,1,High School,Married,Less than $40K,Blue,45,6,3,3,50-59,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,0.702-0.818,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
708953883,Attrited Customer,Male,2,Unknown,Married,$80K - $120K,Blue,36,2,2,1,50-59,32-48,2555.0-4549.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
712608783,Existing Customer,Male,2,High School,Married,$80K - $120K,Silver,45,3,1,3,50-59,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,0.702-0.818,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
820353558,Existing Customer,Female,3,High School,Married,$40K - $60K,Blue,36,4,1,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.631-0.736,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
714964758,Existing Customer,Female,5,Graduate,Divorced,$40K - $60K,Blue,36,5,2,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,0.818-3.714,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
716264358,Existing Customer,Male,3,Uneducated,Married,$80K - $120K,Blue,42,2,1,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,2155.5-3899.0,0.818-3.714,0.023-0.176,1784.0-2517.0,45.0-67.0,Existing Customer
717296808,Existing Customer,Female,1,Graduate,Married,Less than $40K,Blue,56,4,3,2,65+,49-72,2555.0-4549.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.818-3.714,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
712977183,Existing Customer,Female,2,Uneducated,Single,$40K - $60K,Silver,36,6,3,0,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.631-0.736,509.999-2155.5,0.818-3.714,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
710829108,Existing Customer,Female,1,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,50-59,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.176-0.503,359.0-1276.0,9.999-45.0,Existing Customer
779562633,Existing Customer,Male,2,Uneducated,Married,$40K - $60K,Blue,34,3,2,1,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.702-0.818,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
715315833,Existing Customer,Male,3,Graduate,Married,$80K - $120K,Blue,36,6,2,3,50-59,32-48,11067.5-34516.0,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.176-0.503,1784.0-2517.0,9.999-45.0,Existing Customer
815500983,Existing Customer,Female,1,Uneducated,Married,Less than $40K,Blue,54,5,3,0,50-59,49-72,2555.0-4549.0,2.999-1324.5,0.859-3.397,509.999-2155.5,0.818-3.714,0.503-0.999,1784.0-2517.0,9.999-45.0,Existing Customer
719360583,Existing Customer,Male,1,Graduate,Married,$60K - $80K,Blue,45,6,2,2,50-59,32-48,2555.0-4549.0,1324.5-3474.0,0.736-0.859,509.999-2155.5,0.818-3.714,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
709701558,Existing Customer,Male,3,Graduate,Married,$60K - $80K,Blue,36,2,1,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,359.0-1276.0,45.0-67.0,Existing Customer
721148358,Existing Customer,Female,3,Uneducated,Single,Unknown,Blue,38,6,2,1,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.631-0.736,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
779862408,Existing Customer,Male,3,Post-Graduate,Single,$80K - $120K,Blue,33,3,1,0,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
812627208,Existing Customer,Female,0,College,Single,Less than $40K,Blue,55,5,1,3,65+,49-72,1438.299-2555.0,2.999-1324.5,0.736-0.859,509.999-2155.5,-0.001-0.582,0.503-0.999,359.0-1276.0,9.999-45.0,Existing Customer
711033408,Existing Customer,Female,2,High School,Married,Less than $40K,Blue,36,5,1,2,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.631-0.736,509.999-2155.5,0.818-3.714,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
779956608,Existing Customer,Female,2,Post-Graduate,Married,Unknown,Blue,31,6,1,3,40-49,19-32,11067.5-34516.0,9859.0-34516.0,0.631-0.736,509.999-2155.5,0.582-0.702,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
780376683,Existing Customer,Male,1,Graduate,Married,$80K - $120K,Blue,47,5,3,1,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
717912483,Existing Customer,Male,4,Graduate,Unknown,$80K - $120K,Blue,27,5,2,0,40-49,19-32,11067.5-34516.0,9859.0-34516.0,0.631-0.736,509.999-2155.5,0.582-0.702,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
714454758,Existing Customer,Female,3,Graduate,Married,Less than $40K,Blue,47,4,2,3,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.702-0.818,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
780466533,Existing Customer,Male,3,Doctorate,Married,$120K +,Blue,41,3,3,0,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,45.0-67.0,Existing Customer
715735233,Existing Customer,Female,5,Post-Graduate,Married,Less than $40K,Blue,44,5,1,1,50-59,32-48,2555.0-4549.0,1324.5-3474.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
720476733,Existing Customer,Female,3,High School,Married,Less than $40K,Blue,34,2,1,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,509.999-2155.5,-0.001-0.582,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
715872333,Existing Customer,Male,0,High School,Unknown,$120K +,Blue,36,3,2,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,509.999-2155.5,0.818-3.714,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
712375758,Existing Customer,Male,3,Uneducated,Married,$80K - $120K,Blue,43,3,3,1,50-59,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,0.702-0.818,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
708868233,Attrited Customer,Male,0,High School,Married,Less than $40K,Blue,52,1,3,2,65+,49-72,1438.299-2555.0,2.999-1324.5,0.736-0.859,509.999-2155.5,0.582-0.702,0.503-0.999,359.0-1276.0,9.999-45.0,Attrited Customer
718030083,Existing Customer,Male,1,College,Married,$60K - $80K,Blue,36,4,1,2,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.818-3.714,0.176-0.503,1276.0-1784.0,9.999-45.0,Existing Customer
720707283,Existing Customer,Male,4,Unknown,Married,$80K - $120K,Blue,36,5,3,0,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,509.999-2155.5,0.702-0.818,0.023-0.176,359.0-1276.0,9.999-45.0,Existing Customer
771698658,Existing Customer,Male,5,Graduate,Married,$60K - $80K,Blue,32,4,5,3,40-49,32-48,11067.5-34516.0,3474.0-9859.0,-0.001-0.631,509.999-2155.5,0.702-0.818,0.023-0.176,1784.0-2517.0,9.999-45.0,Existing Customer
748326258,Existing Customer,Male,3,College,Married,$80K - $120K,Blue,41,4,5,3,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.859-3.397,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
770817783,Existing Customer,Male,4,Graduate,Married,$60K - $80K,Silver,33,3,2,1,40-49,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
779353083,Existing Customer,Male,2,Graduate,Married,$60K - $80K,Silver,32,4,2,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,0.582-0.702,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
711441333,Existing Customer,Female,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,0.702-0.818,0.023-0.176,1276.0-1784.0,9.999-45.0,Existing Customer
719808558,Attrited Customer,Female,2,Graduate,Married,Less than $40K,Blue,43,2,4,3,50-59,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
711551958,Attrited Customer,Male,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,3,3,50-59,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
